,ID,Name,BV,SV,Team,1_Pts,1_xMins,2_Pts,2_xMins,3_Pts,3_xMins,4_Pts,4_xMins,5_Pts,5_xMins,6_Pts,6_xMins,7_Pts,7_xMins,8_Pts,8_xMins,9_Pts,9_xMins
164,165,Andersen,4.5,4.5,Crystal Palace,2.48,90.0,1.36,90.0,3.39,90.0,1.26,90.0,3.52,90.0,2.59,90.0,2.58,90.0,0.0,90.0,2.56,90.0
165,166,Edouard,5.3,5.3,Crystal Palace,2.22,36.75,1.55,45.0,2.16,42.0,1.58,52.0,2.9,56.0,2.28,52.0,2.51,51.0,0.0,51.0,2.29,51.0
166,167,Guéhi,4.3,4.3,Crystal Palace,2.46,90.0,1.37,90.0,3.32,90.0,1.27,90.0,3.4,90.0,2.52,90.0,2.5,90.0,0.0,90.0,2.49,90.0
167,168,Mateta,5.3,5.3,Crystal Palace,2.04,50.19,1.7,48.0,2.17,40.0,1.23,37.0,1.83,33.0,1.72,37.0,2.19,43.0,0.0,43.0,2.0,43.0
168,169,Eze,5.5,5.5,Crystal Palace,2.73,64.68,2.26,69.22,3.53,72.03,2.01,74.0,3.53,75.5,3.04,75.5,3.3,74.0,0.0,74.0,3.01,74.0
169,170,Mitchell,4.5,4.5,Crystal Palace,2.41,90.0,1.37,90.0,3.14,90.0,1.26,90.0,1.56,90.0,1.81,90.0,2.27,90.0,0.0,90.0,2.32,90.0
170,171,Olise,5.4,5.4,Crystal Palace,0.68,38.7,0.48,38.7,1.48,47.27,1.13,49.25,2.37,48.0,2.48,58.0,2.7,57.0,0.0,57.0,2.46,57.0
171,172,Rak-Sakyi,4.5,4.5,Crystal Palace,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
172,173,Ebiowei,4.3,4.3,Crystal Palace,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
173,174,Ferguson,3.9,3.9,Crystal Palace,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0
174,175,Johnstone,4.4,4.4,Crystal Palace,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0
175,176,Begović,4.0,4.0,Everton,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0
176,177,Rondón,5.0,5.0,Everton,0.0,45.61,2.33,52.65,2.73,42.71,2.81,39.38,1.42,19.68,0.63,11.35,,0.0,,0.0,0.29,6.0
177,178,Coleman,4.5,4.5,Everton,0.1,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,2.79,90.0
178,179,Townsend,5.5,5.5,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0
179,180,Keane,4.2,4.2,Everton,1.13,90.0,2.07,90.0,,90.0,,90.0,2.48,90.0,,90.0,,90.0,,90.0,,90.0
180,181,Dele,5.3,5.3,Everton,2.98,69.0,2.36,56.11,1.31,35.79,0.42,10.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0
181,182,Pickford,4.5,4.5,Everton,3.34,90.0,3.38,90.0,4.01,90.0,3.5,90.0,3.44,90.0,3.22,90.0,3.18,90.0,0.3,90.0,3.54,90.0
182,183,Allan,4.8,4.8,Everton,0.36,24.59,0.59,23.0,0.35,19.48,0.5,20.0,0.49,18.0,0.32,14.0,0.25,11.0,,0.0,,0.0
183,184,André Gomes,4.5,4.5,Everton,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
184,185,A.Doucouré,5.3,5.3,Everton,2.51,78.4,2.68,79.5,0.0,30.52,0.0,43.38,0.73,58.54,0.0,45.91,1.05,60.95,2.3,71.28,1.62,62.12
185,186,Iwobi,5.5,5.5,Everton,2.65,67.11,2.86,66.18,3.58,68.06,2.86,71.61,3.12,73.38,2.43,74.0,2.44,75.3,3.13,75.3,3.04,76.5
186,187,Gbamin,4.5,4.5,Everton,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
187,188,Mina,4.3,4.3,Everton,2.08,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0
188,189,Gray,5.5,5.5,Everton,3.0,66.88,3.01,68.5,3.82,69.8,3.52,72.53,3.64,73.2,2.94,74.0,2.97,75.2,3.81,75.2,3.48,73.5
189,190,Davies,4.9,4.9,Everton,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
190,191,Calvert-Lewin,7.9,7.9,Everton,0.0,3.87,0.0,9.12,0.0,16.84,0.0,26.48,0.0,38.55,0.0,35.43,0.45,41.22,2.14,65.91,1.63,55.86
191,192,Holgate,4.4,4.4,Everton,,90.0,,90.0,2.81,90.0,2.09,90.0,0.0,90.0,0.0,90.0,,90.0,,90.0,,90.0
192,193,Godfrey,4.3,4.3,Everton,1.81,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0
193,194,Mykolenko,4.5,4.5,Everton,2.22,90.0,2.33,90.0,3.88,90.0,2.65,90.0,2.59,90.0,1.71,90.0,1.62,90.0,2.89,90.0,2.78,90.0
194,195,Gordon,5.6,5.6,Everton,2.93,75.52,2.88,75.5,3.65,76.7,2.98,76.5,3.48,78.0,3.06,79.5,3.09,80.5,3.97,80.5,3.47,72.21
195,196,Branthwaite,4.0,4.0,Everton,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0
196,197,Patterson,4.1,4.1,Everton,2.21,90.0,1.99,90.0,3.42,90.0,1.88,90.0,2.12,90.0,1.47,90.0,1.33,90.0,2.63,90.0,,90.0
197,198,Nkounkou,4.0,4.0,Everton,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0
198,199,Tarkowski,4.4,4.4,Everton,2.23,90.0,2.38,90.0,3.82,90.0,2.56,90.0,2.55,90.0,1.62,90.0,1.53,90.0,2.91,90.0,2.84,90.0
199,200,Cairney,4.8,4.8,Fulham,1.29,39.2,1.29,35.0,1.25,30.0,0.61,24.39,1.15,28.0,0.82,25.0,1.0,27.0,1.15,27.0,0.98,23.0
200,201,Ream,4.5,4.5,Fulham,1.41,90.0,2.14,90.0,2.61,90.0,,90.0,,90.0,1.41,90.0,1.83,90.0,2.68,90.0,2.54,90.0
201,202,Knockaert,4.7,4.7,Fulham,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
202,203,Chalobah,4.4,4.4,Fulham,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
203,204,Kebano,5.5,5.5,Fulham,2.9,70.06,3.03,67.97,3.58,70.92,0.94,55.97,3.1,67.0,2.71,70.5,2.5,59.0,2.89,59.0,1.18,24.0
204,205,De Cordova-Reid,5.5,5.5,Fulham,2.56,66.3,3.0,72.54,3.41,73.82,2.9,76.1,3.59,76.44,2.61,71.43,2.62,62.05,2.8,59.53,3.27,64.16
205,206,Bryan,4.4,4.4,Fulham,0.23,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0
206,207,Gazzaniga,4.0,4.0,Fulham,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0
207,208,Kongolo,3.9,3.9,Fulham,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0
208,209,Tosin,4.5,4.5,Fulham,1.45,90.0,2.61,90.0,2.98,90.0,,90.0,,90.0,1.55,90.0,1.94,90.0,2.9,90.0,2.77,90.0
209,210,Mitrović,6.9,6.9,Fulham,3.97,84.48,4.63,85.5,5.16,86.0,4.11,85.0,5.21,86.0,4.18,85.0,4.65,86.0,5.36,86.0,5.04,85.53
210,211,Reed,4.5,4.5,Fulham,1.38,58.0,1.93,65.06,2.25,68.83,1.67,71.0,2.16,73.5,1.72,74.6,1.94,75.5,2.23,75.5,2.71,78.72
211,212,Wilson,5.7,5.7,Fulham,0.0,22.89,0.0,0.0,0.0,0.31,0.0,1.58,0.0,4.36,0.0,7.06,0.0,13.63,0.0,28.43,0.0,39.29
212,213,Rodák,4.4,4.4,Fulham,1.35,90.0,2.79,90.0,3.01,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0
213,214,Cavaleiro,4.8,4.8,Fulham,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
214,215,Tete,4.5,4.5,Fulham,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,2.63,90.0,2.65,90.0
215,216,Onomah,4.4,4.4,Fulham,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
216,217,Robinson,4.4,4.4,Fulham,1.38,90.0,2.61,90.0,2.93,90.0,1.35,90.0,2.51,90.0,1.54,90.0,1.63,90.0,,90.0,,90.0
217,218,Muniz,5.4,5.4,Fulham,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
218,219,Stansfield,4.5,4.5,Fulham,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
219,220,Palhinha,5.0,5.0,Fulham,1.58,75.46,1.87,78.5,2.11,80.0,1.72,82.0,2.13,83.0,1.73,84.0,1.88,84.3,2.16,84.3,0.0,67.07
220,221,Cooper,4.4,4.4,Leeds,0.57,90.0,0.58,90.0,0.44,90.0,0.72,90.0,0.5,90.0,0.37,90.0,2.16,90.0,,90.0,2.32,90.0
221,222,Ayling,4.5,4.5,Leeds,,90.0,,90.0,,90.0,0.02,90.0,,90.0,,90.0,,90.0,,90.0,,90.0
222,223,Klich,4.8,4.8,Leeds,1.39,34.3,1.22,32.0,0.94,28.0,0.73,21.0,1.49,27.29,0.9,25.0,1.32,29.0,,0.0,1.19,29.0
223,224,Forshaw,4.5,4.5,Leeds,0.73,24.5,0.56,20.0,0.41,17.0,0.46,18.0,0.51,16.0,0.35,13.0,0.35,10.0,,0.0,0.31,10.0
224,225,Rodrigo,6.3,6.3,Leeds,3.61,67.62,3.42,66.5,3.71,70.86,4.03,72.26,4.78,71.84,0.0,23.81,0.0,35.77,0.0,57.94,3.33,62.98
225,226,Dallas,4.9,4.9,Leeds,0.0,90.0,0.0,90.0,0.0,90.0,0.0,90.0,,90.0,,90.0,,90.0,,90.0,,90.0
226,227,Bamford,7.3,7.3,Leeds,4.4,75.95,4.32,78.0,1.22,60.54,1.0,52.83,1.83,55.4,2.84,66.91,5.07,68.85,0.0,65.53,4.39,65.29
227,228,Llorente,4.5,4.5,Leeds,3.2,90.0,2.44,90.0,1.84,90.0,2.32,90.0,3.27,90.0,2.47,90.0,2.93,90.0,,90.0,2.1,90.0
228,229,Roberts,5.0,5.0,Leeds,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
229,230,Koch,4.5,4.5,Leeds,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,2.22,90.0
230,231,James,6.0,6.0,Fulham,,0.0,,0.0,,0.0,,0.0,,0.0,0.7,33.7,1.56,47.55,2.25,50.0,1.81,40.0
231,232,Raphinha,7.0,7.0,Leeds,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
232,233,Harrison,6.1,6.1,Leeds,3.35,68.6,3.31,72.0,2.95,74.0,3.29,76.0,3.72,74.08,3.38,77.0,4.19,74.0,0.0,74.0,3.78,74.0
233,234,Shackleton,4.5,4.5,Leeds,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
234,235,Struijk,4.5,4.5,Leeds,,90.0,,90.0,1.86,90.0,2.28,90.0,,90.0,,90.0,,90.0,,90.0,,90.0
235,236,Klaesson,4.0,4.0,Leeds,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0
236,237,Greenwood,4.3,4.3,Leeds,0.73,11.76,0.84,15.0,0.58,12.0,0.55,11.0,0.55,9.0,0.37,7.0,0.8,9.0,,0.0,0.72,9.0
237,238,Meslier,4.5,4.5,Leeds,3.78,90.0,3.42,90.0,3.22,90.0,3.37,90.0,3.72,90.0,3.41,90.0,3.92,90.0,0.0,90.0,3.59,90.0
238,239,Firpo,4.5,4.5,Leeds,,90.0,,90.0,,90.0,,90.0,0.0,90.0,0.09,90.0,1.74,90.0,,90.0,1.28,90.0
239,240,Summerville,4.4,4.4,Leeds,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
240,241,Bate,4.5,4.5,Leeds,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
241,242,Gelhardt,5.2,5.2,Leeds,1.36,24.5,1.05,20.0,0.69,17.31,0.66,14.0,0.8,14.0,1.72,25.19,1.34,22.0,,0.0,1.21,22.0
242,243,Hjelde,3.9,3.9,Leeds,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0
243,244,Kristensen,4.8,4.8,Leeds,3.45,90.0,2.61,90.0,1.98,90.0,2.4,90.0,3.3,90.0,2.43,90.0,3.33,90.0,0.0,90.0,2.86,90.0
244,245,Roca,4.9,4.9,Leeds,2.24,73.5,2.15,73.0,1.91,75.5,1.88,71.0,1.86,64.85,1.79,69.5,3.18,72.0,0.0,72.0,2.87,72.0
245,246,Aaronson,5.5,5.5,Leeds,2.41,64.68,2.32,67.0,2.16,71.69,2.44,72.0,2.88,73.0,2.59,75.5,3.39,76.8,0.0,76.8,3.06,76.8
246,247,Gyabi,4.3,4.3,Leeds,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
247,248,Schmeichel,5.0,5.0,Leicester,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0
248,249,Evans,4.4,4.4,Leicester,2.83,90.0,1.6,90.0,3.04,90.0,1.49,90.0,2.13,90.0,2.14,90.0,2.71,90.0,1.49,90.0,3.46,90.0
249,250,Bertrand,4.0,4.0,Leicester,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0
250,251,Albrighton,4.8,4.8,Leicester,0.79,19.6,0.5,16.0,0.56,13.0,0.31,11.0,0.35,9.0,0.23,7.0,,0.0,,0.0,0.19,4.0
251,252,Mendy,4.3,4.3,Leicester,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
252,253,Vestergaard,3.9,3.9,Leicester,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0
253,254,Ward,4.1,4.0,Leicester,3.36,90.0,3.15,90.0,3.54,90.0,2.94,90.0,3.04,90.0,3.16,90.0,3.43,90.0,2.84,90.0,2.86,90.0
254,255,Vardy,9.2,9.2,Leicester,5.03,70.8,3.91,72.5,5.29,72.0,3.33,70.5,4.06,70.09,3.68,72.28,4.6,70.0,3.52,70.0,4.4,63.71
255,256,Ricardo,4.3,4.3,Leicester,0.0,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0
256,257,Amartey,4.3,4.3,Leicester,,90.0,,90.0,,90.0,1.38,90.0,2.02,90.0,1.85,90.0,,90.0,,90.0,,90.0
257,258,Castagne,4.4,4.4,Leicester,3.21,90.0,1.86,90.0,3.45,90.0,1.64,90.0,2.39,90.0,2.21,90.0,2.25,90.0,,90.0,2.73,90.0
258,259,Tielemans,6.3,6.3,Leicester,2.61,66.99,2.63,72.5,3.55,71.0,1.82,64.25,3.25,71.0,2.82,72.2,3.41,72.2,2.61,72.2,4.08,74.0
259,260,Pérez,4.8,4.8,Leicester,0.93,15.68,0.59,13.0,0.69,11.0,2.34,31.11,1.62,28.0,1.2,24.0,1.26,21.0,,0.0,1.22,18.0
260,261,Maddison,8.1,8.0,Leicester,4.77,74.97,3.72,75.8,5.24,77.0,2.7,71.53,3.37,69.81,3.88,75.5,4.57,76.0,3.5,76.0,5.46,77.3
261,262,Iheanacho,6.2,6.2,Leicester,2.12,32.34,1.36,27.0,1.88,27.0,1.16,24.0,1.96,30.0,1.57,28.0,2.39,35.0,1.82,35.0,2.39,31.0
262,263,Choudhury,4.5,4.5,Leicester,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
263,264,Barnes,6.9,6.9,Leicester,0.0,31.0,0.0,37.2,3.98,61.7,3.1,67.0,4.38,70.0,3.45,67.87,3.34,62.06,3.13,65.0,4.62,66.0
264,265,Ndidi,4.8,4.8,Leicester,2.23,73.5,1.78,76.0,2.51,78.0,1.69,79.5,2.2,75.5,1.91,77.0,2.34,79.0,1.79,79.0,2.22,75.63
265,266,Dewsbury-Hall,5.0,5.0,Leicester,3.01,77.91,2.48,77.0,3.42,78.2,2.28,79.5,2.98,80.5,2.59,81.0,2.97,77.0,2.27,77.0,3.34,75.5
266,267,Söyüncü,4.2,4.2,Leicester,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0
267,268,Justin,4.3,4.3,Leicester,2.85,90.0,1.54,90.0,3.13,90.0,1.62,90.0,2.3,90.0,2.3,90.0,2.88,90.0,1.64,90.0,3.61,90.0
268,269,Soumaré,4.4,4.4,Leicester,0.31,9.8,0.22,9.0,0.23,7.0,0.11,5.0,0.12,4.0,0.08,3.0,,0.0,,0.0,0.52,15.0
269,270,Thomas,4.3,4.3,Leicester,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0
270,271,Daka,5.7,5.7,Leicester,1.98,30.38,1.45,29.0,1.99,29.0,1.29,29.0,1.52,25.0,1.41,22.47,2.15,33.0,1.64,33.0,2.73,39.0
271,272,Fofana,4.4,4.4,Chelsea,,90.0,,90.0,,90.0,,90.0,,90.0,1.37,90.0,3.02,90.0,0.0,90.0,3.15,90.0
272,273,Brunt,3.9,3.9,Leicester,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0
273,274,Milner,4.5,4.5,Liverpool,0.4,8.82,0.98,19.43,1.28,27.39,2.23,34.37,1.75,30.12,1.06,22.74,0.88,19.0,,0.0,0.71,16.0
274,275,Henderson,5.3,5.3,Liverpool,2.81,66.64,3.28,74.17,2.64,68.59,3.3,65.37,2.99,66.38,0.0,28.71,0.0,40.45,0.0,52.91,2.11,62.2
275,276,Matip,5.9,5.9,Liverpool,4.55,90.0,2.47,90.0,0.0,90.0,0.0,90.0,0.0,90.0,2.35,90.0,4.16,90.0,0.0,90.0,3.87,90.0
276,277,Thiago,5.2,5.2,Liverpool,2.72,66.64,0.0,1.58,0.0,4.54,0.0,25.4,0.0,25.4,0.0,34.49,0.62,46.93,0.0,62.81,2.47,62.0
277,278,Chamberlain,4.9,4.9,Liverpool,0.0,0.26,0.0,0.39,0.0,0.56,0.0,0.76,0.05,0.98,0.0,0.36,,0.0,,0.0,,0.0
278,279,Firmino,7.9,7.9,Liverpool,2.68,34.79,2.16,30.92,3.82,53.61,5.05,53.2,5.39,58.42,3.86,54.03,3.29,44.47,0.0,43.0,2.52,39.0
279,280,Van Dijk,6.4,6.4,Liverpool,4.54,90.0,4.99,90.0,3.73,90.0,5.39,90.0,4.5,90.0,4.16,90.0,4.67,90.0,0.0,90.0,4.46,90.0
280,281,Alisson,5.4,5.4,Liverpool,4.29,90.0,4.64,90.0,3.83,90.0,4.75,90.0,4.21,90.0,4.08,90.0,4.46,90.0,0.0,90.0,4.23,90.0
281,282,Fabinho,5.4,5.4,Liverpool,2.85,78.4,2.57,73.85,2.54,79.19,3.16,74.72,2.82,75.3,2.64,77.28,2.91,76.47,0.0,75.0,2.56,74.0
282,283,Salah,12.8,12.8,Liverpool,8.3,83.36,8.48,83.09,7.25,84.2,9.47,84.66,8.3,84.23,7.45,84.0,7.84,81.5,0.0,79.5,7.68,81.04
283,284,Robertson,6.7,6.7,Liverpool,5.03,90.0,5.54,90.0,3.9,90.0,5.46,90.0,4.25,90.0,3.81,90.0,4.49,90.0,0.0,90.0,0.24,90.0
284,285,Alexander-Arnold,7.3,7.3,Liverpool,5.88,90.0,6.36,90.0,4.83,90.0,7.02,90.0,5.7,90.0,5.39,90.0,5.84,90.0,0.0,90.0,5.72,90.0
285,286,Gomez,4.5,4.5,Liverpool,,90.0,,90.0,2.8,90.0,4.22,90.0,3.56,90.0,2.25,90.0,,90.0,,90.0,,90.0
286,287,Keita,4.8,4.8,Liverpool,0.5,27.99,2.31,41.19,1.77,37.59,0.0,20.08,0.76,26.7,0.0,12.94,,0.0,,0.0,0.0,12.2
287,288,Diogo Jota,8.9,8.9,Liverpool,0.0,26.87,0.0,37.96,0.0,37.16,0.4,41.83,0.0,32.71,0.65,32.16,2.6,39.02,0.0,40.0,2.71,39.0
288,289,Kelleher,4.0,4.0,Liverpool,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0
289,290,Konaté,4.8,4.8,Liverpool,0.37,90.0,0.0,90.0,,90.0,0.0,90.0,,90.0,,90.0,,90.0,,90.0,,90.0
290,291,Jones,4.9,4.9,Liverpool,0.47,14.38,1.02,19.17,0.75,15.59,0.0,8.11,0.57,9.69,1.09,17.45,,0.0,,0.0,0.32,7.0
291,292,Tsimikas,4.5,4.5,Liverpool,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,4.17,90.0
292,293,Luis Díaz,8.1,8.1,Liverpool,5.36,72.16,5.13,72.32,4.82,77.34,5.92,75.53,5.54,76.92,4.83,73.95,4.85,69.49,0.0,70.96,4.53,69.0
293,294,Elliott,5.0,5.0,Liverpool,,0.0,,0.0,,0.0,,0.0,3.45,47.57,3.46,57.58,3.45,45.6,,0.0,1.84,31.37
294,295,N.Williams,4.1,4.1,Nott'm Forest,2.35,90.0,2.59,90.0,2.78,90.0,2.0,90.0,1.06,90.0,4.12,90.0,2.56,90.0,3.33,90.0,2.43,90.0
295,296,Carvalho,5.4,5.4,Liverpool,,0.0,,0.0,,0.0,,0.0,,0.0,2.07,25.0,,0.0,,0.0,2.04,28.0
296,297,Darwin,8.8,8.8,Liverpool,3.87,58.24,4.78,62.54,0.0,25.29,0.0,35.98,0.0,41.48,2.83,50.9,4.66,59.0,0.0,59.0,4.02,53.0
297,298,Ramsay,3.9,3.9,Liverpool,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0
298,299,Walker,5.0,5.0,Man City,3.47,90.0,4.84,90.0,3.74,90.0,4.2,90.0,4.12,90.0,3.17,90.0,2.7,90.0,0.54,90.0,3.53,90.0
299,300,Gündogan,7.5,7.5,Man City,3.07,55.96,5.16,67.15,3.79,65.0,4.86,64.92,5.38,61.83,3.85,63.13,4.11,65.2,3.63,63.47,3.91,59.0
300,301,De Bruyne,12.4,12.4,Man City,5.73,77.86,7.06,78.1,5.64,79.2,6.67,79.0,6.87,79.47,5.97,78.23,5.88,78.0,5.63,78.0,6.14,77.0
301,302,Stones,5.4,5.4,Man City,2.51,90.0,2.16,90.0,1.63,90.0,4.27,90.0,4.94,90.0,4.01,90.0,2.94,90.0,3.41,90.0,,90.0
302,303,Mahrez,7.5,7.5,Man City,4.39,53.38,4.36,45.0,3.68,50.2,3.74,46.0,4.59,48.46,3.65,44.47,3.03,40.0,2.54,39.34,3.03,38.0
303,304,Sterling,10.0,10.0,Chelsea,5.08,71.05,5.29,74.0,5.63,75.5,5.83,76.2,5.6,76.0,6.06,77.3,5.65,77.0,0.0,77.0,5.24,78.0
304,305,Grealish,6.8,6.8,Man City,3.47,60.75,4.35,63.0,3.17,60.0,1.86,52.97,2.05,49.27,1.47,46.63,1.94,46.32,2.4,49.34,3.45,57.0
305,306,Cancelo,7.2,7.1,Man City,4.67,90.0,6.28,90.0,4.7,90.0,5.48,90.0,5.58,90.0,4.46,90.0,4.19,90.0,4.71,90.0,4.69,90.0
306,307,Ederson,5.5,5.5,Man City,4.02,90.0,4.82,90.0,4.08,90.0,4.41,90.0,4.64,90.0,4.07,90.0,3.88,90.0,4.17,90.0,3.92,90.0
307,308,Aké,5.0,5.0,Man City,3.0,90.0,4.92,90.0,3.77,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0
308,309,Laporte,5.8,5.8,Man City,0.0,90.0,0.0,90.0,0.0,90.0,0.0,90.0,0.0,90.0,0.0,90.0,0.97,90.0,,90.0,1.14,90.0
309,310,Steffen,4.0,4.0,Man City,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0
310,311,Bernardo,7.0,7.0,Man City,3.19,60.38,3.47,47.29,2.04,42.0,4.01,59.29,4.1,62.54,3.36,66.02,3.64,67.7,3.82,68.53,3.84,67.7
311,312,Dias,5.9,5.9,Man City,4.07,90.0,5.5,90.0,4.13,90.0,4.71,90.0,4.98,90.0,4.05,90.0,3.52,90.0,4.07,90.0,3.85,90.0
312,313,Zinchenko,5.1,5.1,Arsenal,3.76,90.0,3.83,90.0,3.9,90.0,4.16,90.0,2.0,90.0,1.3,90.0,3.19,90.0,1.27,90.0,2.52,90.0
313,314,Foden,8.1,8.1,Man City,3.2,64.49,5.57,69.5,4.13,66.7,5.08,66.8,5.31,68.85,4.06,66.02,4.4,69.0,4.34,68.4,4.6,67.8
314,315,Rodri,5.8,5.8,Man City,2.73,75.46,3.64,77.0,2.8,78.0,3.52,77.87,3.33,77.78,2.83,77.0,2.91,78.0,2.79,78.0,3.04,78.5
315,316,Palmer,4.4,4.4,Man City,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
316,317,McAtee,4.5,4.5,Man City,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
317,318,Haaland,12.2,11.8,Man City,6.29,75.46,8.64,77.0,6.5,76.0,7.47,70.88,7.24,69.99,6.12,71.55,7.34,75.5,6.99,74.57,7.71,76.43
318,319,Álvarez,6.1,6.1,Man City,1.57,23.52,1.72,20.0,1.33,20.0,1.67,24.39,2.77,28.63,3.27,39.21,2.4,33.0,2.58,33.53,2.43,32.0
319,320,Mbete,3.9,3.9,Man City,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0
320,321,Lavia,4.5,4.5,Southampton,1.39,53.9,2.0,57.0,1.82,64.0,2.05,69.0,1.76,69.0,0.0,9.55,0.0,17.42,,0.0,0.0,34.29
321,322,Wilson-Esbrand,3.9,3.9,Man City,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0
322,323,Delap,4.4,4.4,Man City,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
323,324,Ortega,3.9,3.9,Man City,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0
324,325,Phillips,4.8,4.8,Man City,1.0,34.3,0.56,25.79,0.61,27.17,0.51,25.87,1.08,26.69,0.3,22.08,0.71,23.0,,0.0,0.42,19.28
325,326,Ronaldo,10.2,10.2,Man Utd,2.61,52.84,5.2,74.2,4.36,73.69,4.4,43.19,2.21,27.61,2.08,26.47,1.71,27.0,,0.0,1.13,27.0
326,327,De Gea,4.9,4.9,Man Utd,4.05,90.0,3.68,90.0,3.18,90.0,3.68,90.0,3.54,90.0,3.43,90.0,3.68,90.0,0.0,90.0,3.09,90.0
327,328,Jones,3.9,3.9,Man Utd,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0
328,329,Varane,4.8,4.8,Man Utd,,90.0,,90.0,,90.0,2.95,90.0,2.72,90.0,2.43,90.0,2.9,90.0,0.0,90.0,1.43,90.0
